images\448.jpg Annotatio\448.png
images\aug_596.jpg Annotatio\aug_596.png
images\CRACK500_20160222_165919_1_361.jpg Annotatio\CRACK500_20160222_165919_1_361.png
images\CRACK500_20160328_153241_1281_721.jpg Annotatio\CRACK500_20160328_153241_1281_721.png
images\Explorer_HD2K_SN24855_11-27-27.jpg Annotatio\Explorer_HD2K_SN24855_11-27-27.png
images\noncrack_noncrack_concrete_wall_88_0.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_88_0.jpg.png
images\Rissbilder_for_Florian_9S6A2886_12_1171_3583_2973.jpg Annotatio\Rissbilder_for_Florian_9S6A2886_12_1171_3583_2973.png
images\CRACK500_20160321_185457_1281_361.jpg Annotatio\CRACK500_20160321_185457_1281_361.png
images\Rissbilder_for_Florian_9S6A3088_614_715_2901_2603.jpg Annotatio\Rissbilder_for_Florian_9S6A3088_614_715_2901_2603.png
images\aug_Explorer_HD2K_SN24855_11-50-21.jpg Annotatio\aug_Explorer_HD2K_SN24855_11-50-21.png
images\Rissbilder_for_Florian_9S6A2895_733_1959_2992_2586.jpg Annotatio\Rissbilder_for_Florian_9S6A2895_733_1959_2992_2586.png
images\521.jpg Annotatio\521.png
images\Volker_DSC01662_196_599_1454_1898.jpg Annotatio\Volker_DSC01662_196_599_1454_1898.png
images\CRACK500_20160328_153241_641_721.jpg Annotatio\CRACK500_20160328_153241_641_721.png
images\CRACK500_20160328_153813_641_1081.jpg Annotatio\CRACK500_20160328_153813_641_1081.png
images\aug_085.jpg Annotatio\aug_085.png
images\noncrack_noncrack_concrete_wall_37_2.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_37_2.jpg.png
images\CRACK500_20160405_171215_1_361.jpg Annotatio\CRACK500_20160405_171215_1_361.png
images\Rissbilder_for_Florian_9S6A2783_96_1214_3516_4173.jpg Annotatio\Rissbilder_for_Florian_9S6A2783_96_1214_3516_4173.png
images\CRACK500_20160402_150314_1_721.jpg Annotatio\CRACK500_20160402_150314_1_721.png
images\CRACK500_20160407_163257_1281_361.jpg Annotatio\CRACK500_20160407_163257_1281_361.png
images\Rissbilder_for_Florian_9S6A2861_1215_305_2571_3134.jpg Annotatio\Rissbilder_for_Florian_9S6A2861_1215_305_2571_3134.png
images\CRACK500_20160222_081908_1_361.jpg Annotatio\CRACK500_20160222_081908_1_361.png
images\CRACK500_20160307_164226_1281_361.jpg Annotatio\CRACK500_20160307_164226_1281_361.png
images\aug_IMG_3530.jpg Annotatio\aug_IMG_3530.png
images\Volker_DSC01680_133_920_1599_1773.jpg Annotatio\Volker_DSC01680_133_920_1599_1773.png
images\Rissbilder_for_Florian_9S6A3134_140_2003_2431_2080.jpg Annotatio\Rissbilder_for_Florian_9S6A3134_140_2003_2431_2080.png
images\Rissbilder_for_Florian_9S6A3113_611_2368_1929_2426.jpg Annotatio\Rissbilder_for_Florian_9S6A3113_611_2368_1929_2426.png
images\CRACK500_20160303_093537_1281_361.jpg Annotatio\CRACK500_20160303_093537_1281_361.png
images\359.jpg Annotatio\359.png
images\aug_IMG_20190813_120710_BURST3.jpg Annotatio\aug_IMG_20190813_120710_BURST3.png
images\CRACK500_20160407_164918_641_721.jpg Annotatio\CRACK500_20160407_164918_641_721.png
images\noncrack_noncrack_concrete_wall_95_9.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_95_9.jpg.png
images\GAPS384_train_0918_1_641.jpg Annotatio\GAPS384_train_0918_1_641.png
images\CRACK500_20160326_162538_1_721.jpg Annotatio\CRACK500_20160326_162538_1_721.png
images\CRACK500_20160328_153616_1281_1081.jpg Annotatio\CRACK500_20160328_153616_1281_1081.png
images\noncrack_noncrack_concrete_wall_41_67.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_41_67.jpg.png
images\CFD_021.jpg Annotatio\CFD_021.png
images\Explorer_HD2K_SN24855_17-23-46.jpg Annotatio\Explorer_HD2K_SN24855_17-23-46.png
images\Rissbilder_for_Florian_9S6A2877_417_140_3357_4443.jpg Annotatio\Rissbilder_for_Florian_9S6A2877_417_140_3357_4443.png
images\Rissbilder_for_Florian_9S6A3105_57_67_3613_3734.jpg Annotatio\Rissbilder_for_Florian_9S6A3105_57_67_3613_3734.png
images\CRACK500_20160329_104100_641_721.jpg Annotatio\CRACK500_20160329_104100_641_721.png
images\CRACK500_20160330_170504_1_361.jpg Annotatio\CRACK500_20160330_170504_1_361.png
images\DeepCrack_IMG_6542-7.jpg Annotatio\DeepCrack_IMG_6542-7.png
images\Rissbilder_for_Florian_9S6A2787_1034_2113_2702_3383.jpg Annotatio\Rissbilder_for_Florian_9S6A2787_1034_2113_2702_3383.png
images\CFD_047.jpg Annotatio\CFD_047.png
images\CRACK500_20160308_155537_1281_721.jpg Annotatio\CRACK500_20160308_155537_1281_721.png
images\Volker_DSC01633_747_687_1240_975.jpg Annotatio\Volker_DSC01633_747_687_1240_975.png
images\CRACK500_20160222_115324_641_1081.jpg Annotatio\CRACK500_20160222_115324_641_1081.png
images\aug_IMG_20190821_202546_BURST2_2.jpg Annotatio\aug_IMG_20190821_202546_BURST2_2.png
images\IMG_3706_1.jpg Annotatio\IMG_3706_1.png
images\Volker_DSC01649_327_1483_1484_1194.jpg Annotatio\Volker_DSC01649_327_1483_1484_1194.png
images\CRACK500_20160330_172305_1921_721.jpg Annotatio\CRACK500_20160330_172305_1921_721.png
images\Rissbilder_for_Florian_9S6A2831_110_81_3126_3624.jpg Annotatio\Rissbilder_for_Florian_9S6A2831_110_81_3126_3624.png
images\Rissbilder_for_Florian_9S6A2905_778_147_4047_3174.jpg Annotatio\Rissbilder_for_Florian_9S6A2905_778_147_4047_3174.png
images\Rissbilder_for_Florian_9S6A2857_585_241_3220_4175.jpg Annotatio\Rissbilder_for_Florian_9S6A2857_585_241_3220_4175.png
images\aug_Explorer_HD2K_SN24855_16-34-16_1.jpg Annotatio\aug_Explorer_HD2K_SN24855_16-34-16_1.png
images\aug_IMG_3684.jpg Annotatio\aug_IMG_3684.png
images\Rissbilder_for_Florian_9S6A3124_675_3388_2511_2209.jpg Annotatio\Rissbilder_for_Florian_9S6A3124_675_3388_2511_2209.png
images\GAPS384_train_0546_1_641.jpg Annotatio\GAPS384_train_0546_1_641.png
images\CRACK500_20160222_080933_361_1921.jpg Annotatio\CRACK500_20160222_080933_361_1921.png
images\cracktree200_6196.jpg Annotatio\cracktree200_6196.png
images\noncrack_noncrack_concrete_wall_9_28.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_9_28.jpg.png
images\Volker_DSC01626_24_407_1783_1611.jpg Annotatio\Volker_DSC01626_24_407_1783_1611.png
images\IMG_3597_1.jpg Annotatio\IMG_3597_1.png
images\noncrack_noncrack_concrete_wall_40_0.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_40_0.jpg.png
images\Rissbilder_for_Florian_9S6A2810_74_3642_2358_2031.jpg Annotatio\Rissbilder_for_Florian_9S6A2810_74_3642_2358_2031.png
images\Rissbilder_for_Florian_9S6A3090_836_130_3789_3301.jpg Annotatio\Rissbilder_for_Florian_9S6A3090_836_130_3789_3301.png
images\Rissbilder_for_Florian_9S6A2797_258_1416_3470_3179.jpg Annotatio\Rissbilder_for_Florian_9S6A2797_258_1416_3470_3179.png
images\Rissbilder_for_Florian_9S6A2923_2043_7_2658_3510.jpg Annotatio\Rissbilder_for_Florian_9S6A2923_2043_7_2658_3510.png
images\Volker_DSC01702_293_97_1158_1277.jpg Annotatio\Volker_DSC01702_293_97_1158_1277.png
images\aug_IMG_3575.jpg Annotatio\aug_IMG_3575.png
images\Rissbilder_for_Florian_9S6A2841_5_569_3784_2853.jpg Annotatio\Rissbilder_for_Florian_9S6A2841_5_569_3784_2853.png
images\GAPS384_train_0688_541_641.jpg Annotatio\GAPS384_train_0688_541_641.png
images\Volker_DSC01677_0_0_1824_2736.jpg Annotatio\Volker_DSC01677_0_0_1824_2736.png
images\DeepCrack_7Q3A9060-14.jpg Annotatio\DeepCrack_7Q3A9060-14.png
images\IMG_3737.jpg Annotatio\IMG_3737.png
images\CRACK500_20160329_103800_721_641.jpg Annotatio\CRACK500_20160329_103800_721_641.png
images\CRACK500_20160405_171716_1_721.jpg Annotatio\CRACK500_20160405_171716_1_721.png
images\Rissbilder_for_Florian_9S6A2882_189_921_3563_3961.jpg Annotatio\Rissbilder_for_Florian_9S6A2882_189_921_3563_3961.png
images\CRACK500_20160308_074321_1_361.jpg Annotatio\CRACK500_20160308_074321_1_361.png
images\Rissbilder_for_Florian_9S6A2796_386_1534_3418_3554.jpg Annotatio\Rissbilder_for_Florian_9S6A2796_386_1534_3418_3554.png
images\noncrack_noncrack_concrete_wall_5_1.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_5_1.jpg.png
images\CRACK500_20160328_151151_1921_721.jpg Annotatio\CRACK500_20160328_151151_1921_721.png
images\GAPS384_train_1324_1_641.jpg Annotatio\GAPS384_train_1324_1_641.png
images\CRACK500_20160308_155516_1_1081.jpg Annotatio\CRACK500_20160308_155516_1_1081.png
images\noncrack_noncrack_concrete_wall_26_0.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_26_0.jpg.png
images\aug_587.jpg Annotatio\aug_587.png
images\DeepCrack_11167-1.jpg Annotatio\DeepCrack_11167-1.png
images\Volker_DSC01631_241_402_1279_1549.jpg Annotatio\Volker_DSC01631_241_402_1279_1549.png
images\noncrack_noncrack_concrete_wall_11_7.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_11_7.jpg.png
images\aug_20200228_111609.jpg Annotatio\aug_20200228_111609.png
images\Rissbilder_for_Florian_9S6A2861_820_1824_2758_3479.jpg Annotatio\Rissbilder_for_Florian_9S6A2861_820_1824_2758_3479.png
images\Rissbilder_for_Florian_9S6A3119_154_1181_3331_4001.jpg Annotatio\Rissbilder_for_Florian_9S6A3119_154_1181_3331_4001.png
images\254.jpg Annotatio\254.png
images\cracktree200_6625.jpg Annotatio\cracktree200_6625.png
images\CRACK500_20160222_115324_1_1.jpg Annotatio\CRACK500_20160222_115324_1_1.png
images\CRACK500_20160306_103830_1281_361.jpg Annotatio\CRACK500_20160306_103830_1281_361.png
images\GAPS384_train_1016_1_641.jpg Annotatio\GAPS384_train_1016_1_641.png
images\CRACK500_20160318_181632_1_361.jpg Annotatio\CRACK500_20160318_181632_1_361.png
images\CRACK500_20160328_151657_1921_721.jpg Annotatio\CRACK500_20160328_151657_1921_721.png
images\Rissbilder_for_Florian_9S6A2866_527_505_2923_3616.jpg Annotatio\Rissbilder_for_Florian_9S6A2866_527_505_2923_3616.png
images\aug_IMG_3748_1.jpg Annotatio\aug_IMG_3748_1.png
images\GAPS384_test_0363_541_1.jpg Annotatio\GAPS384_test_0363_541_1.png
images\GAPS384_test_0033_541_641.jpg Annotatio\GAPS384_test_0033_541_641.png
images\Rissbilder_for_Florian_9S6A3101_487_946_2726_3042.jpg Annotatio\Rissbilder_for_Florian_9S6A3101_487_946_2726_3042.png
images\CRACK500_20160329_094055_641_361.jpg Annotatio\CRACK500_20160329_094055_641_361.png
images\CRACK500_20160328_153533_1_721.jpg Annotatio\CRACK500_20160328_153533_1_721.png
images\DeepCrack_IMG74.jpg Annotatio\DeepCrack_IMG74.png
images\aug_Explorer_HD2K_SN24855_16-52-08.jpg Annotatio\aug_Explorer_HD2K_SN24855_16-52-08.png
images\Volker_DSC01658_0_0_1824_2736.jpg Annotatio\Volker_DSC01658_0_0_1824_2736.png
images\noncrack_noncrack_concrete_wall_54_72.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_54_72.jpg.png
images\CRACK500_20160402_150938_641_361.jpg Annotatio\CRACK500_20160402_150938_641_361.png
images\Rissbilder_for_Florian_9S6A3091_699_3182_3045_2569.jpg Annotatio\Rissbilder_for_Florian_9S6A3091_699_3182_3045_2569.png
images\Rissbilder_for_Florian_9S6A2886_8_709_3399_4394.jpg Annotatio\Rissbilder_for_Florian_9S6A2886_8_709_3399_4394.png
images\238.jpg Annotatio\238.png
images\CRACK500_20160321_185557_1921_1081.jpg Annotatio\CRACK500_20160321_185557_1921_1081.png
images\CRACK500_20160329_103800_361_1921.jpg Annotatio\CRACK500_20160329_103800_361_1921.png
images\CRACK500_20160303_091825_641_721.jpg Annotatio\CRACK500_20160303_091825_641_721.png
images\CRACK500_20160328_153556_1281_1.jpg Annotatio\CRACK500_20160328_153556_1281_1.png
images\Rissbilder_for_Florian_9S6A2877_712_1098_2850_3480.jpg Annotatio\Rissbilder_for_Florian_9S6A2877_712_1098_2850_3480.png
images\CRACK500_20160328_154452_641_361.jpg Annotatio\CRACK500_20160328_154452_641_361.png
images\aug_IMG_3729.jpg Annotatio\aug_IMG_3729.png
images\Rissbilder_for_Florian_9S6A3114_67_477_3338_3930.jpg Annotatio\Rissbilder_for_Florian_9S6A3114_67_477_3338_3930.png
images\Rissbilder_for_Florian_9S6A3087_0_0_3840_5760.jpg Annotatio\Rissbilder_for_Florian_9S6A3087_0_0_3840_5760.png
images\Volker_DSC01674_39_318_1736_1408.jpg Annotatio\Volker_DSC01674_39_318_1736_1408.png
images\CRACK500_20160330_170014_1281_721.jpg Annotatio\CRACK500_20160330_170014_1281_721.png
images\CRACK500_20160308_155737_1_1.jpg Annotatio\CRACK500_20160308_155737_1_1.png
images\GAPS384_train_1110_541_1.jpg Annotatio\GAPS384_train_1110_541_1.png
images\184.jpg Annotatio\184.png
images\Explorer_HD2K_SN24855_11-09-21_2.jpg Annotatio\Explorer_HD2K_SN24855_11-09-21_2.png
images\aug_IMG_3699.jpg Annotatio\aug_IMG_3699.png
images\GAPS384_train_0559_541_641.jpg Annotatio\GAPS384_train_0559_541_641.png
images\CRACK500_20160222_165012_641_361.jpg Annotatio\CRACK500_20160222_165012_641_361.png
images\IMG_3705.jpg Annotatio\IMG_3705.png
images\aug_IMG_3637.jpg Annotatio\aug_IMG_3637.png
images\Rissbilder_for_Florian_9S6A3127_1425_893_1873_2374.jpg Annotatio\Rissbilder_for_Florian_9S6A3127_1425_893_1873_2374.png
images\Rissbilder_for_Florian_9S6A2850_780_451_2830_3270.jpg Annotatio\Rissbilder_for_Florian_9S6A2850_780_451_2830_3270.png
images\Rissbilder_for_Florian_9S6A3114_358_1983_3344_3063.jpg Annotatio\Rissbilder_for_Florian_9S6A3114_358_1983_3344_3063.png
images\CRACK500_20160307_144924_1281_361.jpg Annotatio\CRACK500_20160307_144924_1281_361.png
images\IMG_20190821_194956.jpg Annotatio\IMG_20190821_194956.png
images\Rissbilder_for_Florian_9S6A3117_25_635_3226_3553.jpg Annotatio\Rissbilder_for_Florian_9S6A3117_25_635_3226_3553.png
images\noncrack_noncrack_concrete_wall_54_8.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_54_8.jpg.png
images\Rissbilder_for_Florian_9S6A2825_71_1920_3644_3801.jpg Annotatio\Rissbilder_for_Florian_9S6A2825_71_1920_3644_3801.png
images\aug_20200227_093504.jpg Annotatio\aug_20200227_093504.png
images\CRACK500_20160324_170542_1921_721.jpg Annotatio\CRACK500_20160324_170542_1921_721.png
images\CRACK500_20160330_165644_1_721.jpg Annotatio\CRACK500_20160330_165644_1_721.png
images\CRACK500_20160328_151429_1281_721.jpg Annotatio\CRACK500_20160328_151429_1281_721.png
images\Rissbilder_for_Florian_9S6A2848_1214_523_4329_3293.jpg Annotatio\Rissbilder_for_Florian_9S6A2848_1214_523_4329_3293.png
images\CRACK500_20160306_103632_641_1081.jpg Annotatio\CRACK500_20160306_103632_641_1081.png
images\Rissbilder_for_Florian_9S6A2855_937_3123_2261_2621.jpg Annotatio\Rissbilder_for_Florian_9S6A2855_937_3123_2261_2621.png
images\noncrack_noncrack_concrete_wall_41_58.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_41_58.jpg.png
images\Volker_DSC01686_36_463_1605_2069.jpg Annotatio\Volker_DSC01686_36_463_1605_2069.png
images\CRACK500_20160328_150940_1_361.jpg Annotatio\CRACK500_20160328_150940_1_361.png
images\CRACK500_20160316_143624_1081_1281.jpg Annotatio\CRACK500_20160316_143624_1081_1281.png
images\aug_IMG_3539.jpg Annotatio\aug_IMG_3539.png
images\CRACK500_20160222_080933_721_1.jpg Annotatio\CRACK500_20160222_080933_721_1.png
images\CRACK500_20160329_115529_641_721.jpg Annotatio\CRACK500_20160329_115529_641_721.png
images\Rissbilder_for_Florian_9S6A2916_1587_219_2640_2566.jpg Annotatio\Rissbilder_for_Florian_9S6A2916_1587_219_2640_2566.png
images\IMG_3232_1.jpg Annotatio\IMG_3232_1.png
images\CRACK500_20160328_153548_641_361.jpg Annotatio\CRACK500_20160328_153548_641_361.png
images\CRACK500_20160310_114446_641_1081.jpg Annotatio\CRACK500_20160310_114446_641_1081.png
images\IMG_3604.jpg Annotatio\IMG_3604.png
images\300.jpg Annotatio\300.png
images\Explorer_HD2K_SN24855_11-44-33_1.jpg Annotatio\Explorer_HD2K_SN24855_11-44-33_1.png
images\CRACK500_20160316_143547_641_1.jpg Annotatio\CRACK500_20160316_143547_641_1.png
images\cracktree200_6251.jpg Annotatio\cracktree200_6251.png
images\Rissbilder_for_Florian_9S6A2805_268_122_4844_3647.jpg Annotatio\Rissbilder_for_Florian_9S6A2805_268_122_4844_3647.png
images\CRACK500_20160328_153540_1921_1081.jpg Annotatio\CRACK500_20160328_153540_1921_1081.png
images\CRACK500_20160328_150940_641_361.jpg Annotatio\CRACK500_20160328_150940_641_361.png
images\noncrack_noncrack_concrete_wall_54_38.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_54_38.jpg.png
images\cracktree200_6709.jpg Annotatio\cracktree200_6709.png
images\Rissbilder_for_Florian_9S6A2800_164_158_2940_2225.jpg Annotatio\Rissbilder_for_Florian_9S6A2800_164_158_2940_2225.png
images\CRACK500_20160329_101514_641_361.jpg Annotatio\CRACK500_20160329_101514_641_361.png
images\CRACK500_20160326_162532_641_361.jpg Annotatio\CRACK500_20160326_162532_641_361.png
images\Rissbilder_for_Florian_9S6A2817_496_214_2598_2754.jpg Annotatio\Rissbilder_for_Florian_9S6A2817_496_214_2598_2754.png
images\CRACK500_20160307_144842_641_361.jpg Annotatio\CRACK500_20160307_144842_641_361.png
images\aug_Explorer_HD2K_SN24855_17-00-44.jpg Annotatio\aug_Explorer_HD2K_SN24855_17-00-44.png
images\Rissbilder_for_Florian_9S6A2875_169_1864_3516_3562.jpg Annotatio\Rissbilder_for_Florian_9S6A2875_169_1864_3516_3562.png
images\aug_IMG_3694.jpg Annotatio\aug_IMG_3694.png
images\noncrack_noncrack_concrete_wall_24_23.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_24_23.jpg.png
images\Rissbilder_for_Florian_9S6A2787_0_0_3840_5760.jpg Annotatio\Rissbilder_for_Florian_9S6A2787_0_0_3840_5760.png
images\Rissbilder_for_Florian_9S6A2859_1594_471_3807_3019.jpg Annotatio\Rissbilder_for_Florian_9S6A2859_1594_471_3807_3019.png
images\CRACK500_20160222_081111_1281_721.jpg Annotatio\CRACK500_20160222_081111_1281_721.png
images\aug_IMG_20190813_113728_2.jpg Annotatio\aug_IMG_20190813_113728_2.png
images\Volker_DSC01694_396_53_1905_1596.jpg Annotatio\Volker_DSC01694_396_53_1905_1596.png
images\CRACK500_20160329_093924_641_361.jpg Annotatio\CRACK500_20160329_093924_641_361.png
images\CRACK500_20160328_154356_1281_721.jpg Annotatio\CRACK500_20160328_154356_1281_721.png
images\CRACK500_20160310_114429_641_1081.jpg Annotatio\CRACK500_20160310_114429_641_1081.png
images\noncrack_noncrack_concrete_wall_43_20.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_43_20.jpg.png
images\noncrack_noncrack_concrete_wall_3_1.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_3_1.jpg.png
images\CRACK500_20160329_103530_1921_1.jpg Annotatio\CRACK500_20160329_103530_1921_1.png
images\Rissbilder_for_Florian_9S6A2795_109_956_3353_3611.jpg Annotatio\Rissbilder_for_Florian_9S6A2795_109_956_3353_3611.png
images\aug_IMG_20190821_202556_BURST2_1.jpg Annotatio\aug_IMG_20190821_202556_BURST2_1.png
images\Volker_DSC01698_729_95_1565_1544.jpg Annotatio\Volker_DSC01698_729_95_1565_1544.png
images\noncrack_noncrack_concrete_wall_43_22.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_43_22.jpg.png
images\Rissbilder_for_Florian_9S6A2844_232_2039_3347_3657.jpg Annotatio\Rissbilder_for_Florian_9S6A2844_232_2039_3347_3657.png
images\noncrack_noncrack_concrete_wall_32_0.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_32_0.jpg.png
images\Rissbilder_for_Florian_9S6A3089_975_662_2216_2184.jpg Annotatio\Rissbilder_for_Florian_9S6A3089_975_662_2216_2184.png
images\CRACK500_20160328_153702_1281_1081.jpg Annotatio\CRACK500_20160328_153702_1281_1081.png
images\IMG_20190813_120449_BURST9.jpg Annotatio\IMG_20190813_120449_BURST9.png
images\Rissbilder_for_Florian_9S6A2909_105_2435_3368_2735.jpg Annotatio\Rissbilder_for_Florian_9S6A2909_105_2435_3368_2735.png
images\GAPS384_train_0178_541_641.jpg Annotatio\GAPS384_train_0178_541_641.png
images\CRACK500_20160405_171410_641_361.jpg Annotatio\CRACK500_20160405_171410_641_361.png
images\471.jpg Annotatio\471.png
images\Rissbilder_for_Florian_9S6A2877_86_234_3717_3073.jpg Annotatio\Rissbilder_for_Florian_9S6A2877_86_234_3717_3073.png
images\IMG_20190821_195841_1.jpg Annotatio\IMG_20190821_195841_1.png
images\Rissbilder_for_Florian_9S6A3105_384_1083_3410_4258.jpg Annotatio\Rissbilder_for_Florian_9S6A3105_384_1083_3410_4258.png
images\noncrack_noncrack_concrete_wall_80_0.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_80_0.jpg.png
images\Volker_DSC01634_213_873_1583_1809.jpg Annotatio\Volker_DSC01634_213_873_1583_1809.png
images\DeepCrack_IMG27-10.jpg Annotatio\DeepCrack_IMG27-10.png
images\CRACK500_20160328_151506_1281_361.jpg Annotatio\CRACK500_20160328_151506_1281_361.png
images\CRACK500_20160328_154321_641_1.jpg Annotatio\CRACK500_20160328_154321_641_1.png
images\CRACK500_20160302_155914_361_1921.jpg Annotatio\CRACK500_20160302_155914_361_1921.png
images\IMG_3249.jpg Annotatio\IMG_3249.png
images\aug_IMG_3187.jpg Annotatio\aug_IMG_3187.png
images\Explorer_HD2K_SN24855_16-54-24_1.jpg Annotatio\Explorer_HD2K_SN24855_16-54-24_1.png
images\CRACK500_20160222_115620_1281_1.jpg Annotatio\CRACK500_20160222_115620_1281_1.png
images\Rissbilder_for_Florian_9S6A2900_474_2142_2795_2700.jpg Annotatio\Rissbilder_for_Florian_9S6A2900_474_2142_2795_2700.png
images\noncrack_noncrack_concrete_wall_68_2.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_68_2.jpg.png
images\aug_064.jpg Annotatio\aug_064.png
images\noncrack_noncrack_concrete_wall_45_8.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_45_8.jpg.png
images\CRACK500_20160330_165956_1921_721.jpg Annotatio\CRACK500_20160330_165956_1921_721.png
images\aug_498.jpg Annotatio\aug_498.png
images\IMG_3616_1.jpg Annotatio\IMG_3616_1.png
images\IMG_20190821_202628_BURST1.jpg Annotatio\IMG_20190821_202628_BURST1.png
images\Volker_DSC01673_39_174_1782_2224.jpg Annotatio\Volker_DSC01673_39_174_1782_2224.png
images\Rissbilder_for_Florian_9S6A2853_2209_406_3309_3401.jpg Annotatio\Rissbilder_for_Florian_9S6A2853_2209_406_3309_3401.png
images\CRACK500_20160329_093924_1921_361.jpg Annotatio\CRACK500_20160329_093924_1921_361.png
images\CRACK500_20160328_153629_1281_721.jpg Annotatio\CRACK500_20160328_153629_1281_721.png
images\Rissbilder_for_Florian_9S6A3089_0_0_3840_5760.jpg Annotatio\Rissbilder_for_Florian_9S6A3089_0_0_3840_5760.png
images\noncrack_noncrack_concrete_wall_54_4.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_54_4.jpg.png
images\CRACK500_20160307_144931_641_361.jpg Annotatio\CRACK500_20160307_144931_641_361.png
images\Rissbilder_for_Florian_9S6A2873_2022_233_3393_3544.jpg Annotatio\Rissbilder_for_Florian_9S6A2873_2022_233_3393_3544.png
images\CRACK500_20160306_103632_641_721.jpg Annotatio\CRACK500_20160306_103632_641_721.png
images\CRACK500_20160318_181627_1281_361.jpg Annotatio\CRACK500_20160318_181627_1281_361.png
images\Rissbilder_for_Florian_9S6A2833_48_2046_3720_3632.jpg Annotatio\Rissbilder_for_Florian_9S6A2833_48_2046_3720_3632.png
images\IMG_3429.jpg Annotatio\IMG_3429.png
images\noncrack_noncrack_concrete_wall_52_3.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_52_3.jpg.png
images\Rissbilder_for_Florian_9S6A3103_105_2180_2966_3176.jpg Annotatio\Rissbilder_for_Florian_9S6A3103_105_2180_2966_3176.png
images\Rissbilder_for_Florian_9S6A2903_385_511_3375_3468.jpg Annotatio\Rissbilder_for_Florian_9S6A2903_385_511_3375_3468.png
images\CRACK500_20160316_183217_1281_1.jpg Annotatio\CRACK500_20160316_183217_1281_1.png
images\20200228_111609.jpg Annotatio\20200228_111609.png
images\CRACK500_20160222_115847_641_361.jpg Annotatio\CRACK500_20160222_115847_641_361.png
images\Volker_DSC01644_168_132_1455_1636.jpg Annotatio\Volker_DSC01644_168_132_1455_1636.png
images\noncrack_noncrack_concrete_wall_62_3.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_62_3.jpg.png
images\IMG_3744_1.jpg Annotatio\IMG_3744_1.png
images\CRACK500_IMG_2933_1_969.jpg Annotatio\CRACK500_IMG_2933_1_969.png
images\Rissbilder_for_Florian_9S6A2865_1225_1086_2244_1999.jpg Annotatio\Rissbilder_for_Florian_9S6A2865_1225_1086_2244_1999.png
images\Rissbilder_for_Florian_9S6A2795_1068_1301_2759_2915.jpg Annotatio\Rissbilder_for_Florian_9S6A2795_1068_1301_2759_2915.png
images\Rissbilder_for_Florian_9S6A3135_66_1570_3416_3912.jpg Annotatio\Rissbilder_for_Florian_9S6A3135_66_1570_3416_3912.png
images\CRACK500_20160307_163613_1281_721.jpg Annotatio\CRACK500_20160307_163613_1281_721.png
images\aug_IMG_3690.jpg Annotatio\aug_IMG_3690.png
images\CRACK500_20160308_072927_641_1081.jpg Annotatio\CRACK500_20160308_072927_641_1081.png
images\Rissbilder_for_Florian_9S6A2857_394_11_2768_3134.jpg Annotatio\Rissbilder_for_Florian_9S6A2857_394_11_2768_3134.png
images\IMG_3459_1.jpg Annotatio\IMG_3459_1.png
images\Volker_DSC01685_64_62_1721_1854.jpg Annotatio\Volker_DSC01685_64_62_1721_1854.png
images\Rissbilder_for_Florian_9S6A3125_640_648_3024_3619.jpg Annotatio\Rissbilder_for_Florian_9S6A3125_640_648_3024_3619.png
images\noncrack_noncrack_concrete_wall_13_6.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_13_6.jpg.png
images\aug_20200227_092838.jpg Annotatio\aug_20200227_092838.png
images\CRACK500_20160307_164319_1281_721.jpg Annotatio\CRACK500_20160307_164319_1281_721.png
images\CRACK500_20160329_104201_641_721.jpg Annotatio\CRACK500_20160329_104201_641_721.png
images\CRACK500_20160308_074702_1281_721.jpg Annotatio\CRACK500_20160308_074702_1281_721.png
images\Volker_DSC01664_0_0_1824_2736.jpg Annotatio\Volker_DSC01664_0_0_1824_2736.png
images\CRACK500_20160328_153553_641_1081.jpg Annotatio\CRACK500_20160328_153553_641_1081.png
images\229.jpg Annotatio\229.png
images\aug_IMG_3750_2.jpg Annotatio\aug_IMG_3750_2.png
